"lat","lon","year","mean"
35,10,2001,20.62
35,10,2002,20.26
35,10,2003,20.08
35,10,2004,19.97
35,10,2005,19.83
35,10,2006,20.84
35,10,2007,20.42
35,11,1983,20.37
35,11,1984,19.68
35,11,1985,19.83
35,11,1986,19.52
35,11,1987,19.85
35,11,1988,20.05
35,11,1989,19.72
35,11,1990,20.33
35,11,1991,19.56
35,11,1992,19.7
35,11,1993,19.78
35,11,1994,20.47
35,11,1995,19.72
35,11,1996,19.61
35,11,1997,19.97
35,11,1998,19.55
35,11,1999,20
35,11,2000,19.87
35,11,2001,20.12
35,11,2002,19.85
35,11,2003,19.79
35,11,2004,19.49
35,11,2005,19.53
35,11,2006,20.49
35,11,2007,20.17
35,12,1983,20.28
35,12,1984,19.6
35,12,1985,19.98
35,12,1986,19.67
35,12,1987,19.84
35,12,1988,20.09
35,12,1989,19.57
35,12,1990,20.34
35,12,1991,19.66
35,12,1992,19.68
35,12,1993,19.87
35,12,1994,20.5
35,12,1995,19.78
35,12,1996,19.6
35,12,1997,19.83
35,12,1998,19.48
35,12,1999,20.13
35,12,2000,19.84
35,12,2001,19.99
35,12,2002,19.65
35,12,2003,19.64
35,12,2004,19.22
35,12,2005,19.41
35,12,2006,20.32
35,12,2007,20.03
35,13,1983,20.24
35,13,1984,19.61
35,13,1985,19.99
35,13,1986,19.61
35,13,1987,19.73
35,13,1988,20.1
35,13,1989,19.5
35,13,1990,20.35
35,13,1991,19.71
35,13,1992,19.74
35,13,1993,19.96
35,13,1994,20.58
35,13,1995,19.82
35,13,1996,19.6
35,13,1997,19.82
35,13,1998,19.46
35,13,1999,20.14
35,13,2000,19.79
35,13,2001,20
35,13,2002,19.65
35,13,2003,19.64
35,13,2004,19.14
35,13,2005,19.43
35,13,2006,20.23
35,13,2007,19.97
35,14,1983,20.32
35,14,1984,19.75
35,14,1985,20.11
35,14,1986,19.71
35,14,1987,19.79
35,14,1988,20.22
35,14,1989,19.55
35,14,1990,20.51
35,14,1991,19.88
35,14,1992,19.89
35,14,1993,20.16
35,14,1994,20.76
35,14,1995,19.98
35,14,1996,19.7
35,14,1997,19.88
35,14,1998,19.59
35,14,1999,20.28
35,14,2000,19.89
35,14,2001,20.13
35,14,2002,19.71
35,14,2003,19.74
35,14,2004,19.24
35,14,2005,19.52
35,14,2006,20.22
35,14,2007,20.01
35,15,1983,20.34
35,15,1984,19.83
35,15,1985,20.17
35,15,1986,19.8
35,15,1987,19.85
35,15,1988,20.28
35,15,1989,19.53
35,15,1990,20.58
35,15,1991,20
35,15,1992,19.97
35,15,1993,20.29
35,15,1994,20.92
35,15,1995,20.08
35,15,1996,19.74
35,15,1997,19.91
35,15,1998,19.71
35,15,1999,20.39
35,15,2000,19.96
35,15,2001,20.24
35,15,2002,19.78
35,15,2003,19.81
35,15,2004,19.29
35,15,2005,19.57
35,15,2006,20.18
35,15,2007,19.98
35,16,1983,20.25
35,16,1984,19.78
35,16,1985,20.15
35,16,1986,19.82
35,16,1987,19.84
35,16,1988,20.22
35,16,1989,19.42
35,16,1990,20.49
35,16,1991,20.01
35,16,1992,19.95
35,16,1993,20.27
35,16,1994,20.98
35,16,1995,20.1
35,16,1996,19.71
35,16,1997,19.86
35,16,1998,19.75
35,16,1999,20.41
35,16,2000,19.96
35,16,2001,20.26
35,16,2002,19.82
35,16,2003,19.82
35,16,2004,19.23
35,16,2005,19.55
35,16,2006,20.06
35,16,2007,19.85
35,17,1983,20.12
35,17,1984,19.7
35,17,1985,20.09
35,17,1986,19.78
35,17,1987,19.82
35,17,1988,20.1
35,17,1989,19.32
35,17,1990,20.35
35,17,1991,19.94
35,17,1992,19.88
35,17,1993,20.15
35,17,1994,20.98
35,17,1995,20.09
35,17,1996,19.65
35,17,1997,19.78
35,17,1998,19.78
35,17,1999,20.36
35,17,2000,19.92
35,17,2001,20.17
35,17,2002,19.82
35,17,2003,19.81
35,17,2004,19.17
35,17,2005,19.49
35,17,2006,19.92
35,17,2007,19.71
35,18,1983,19.94
35,18,1984,19.55
35,18,1985,19.89
35,18,1986,19.73
35,18,1987,19.71
35,18,1988,19.97
35,18,1989,19.18
35,18,1990,20.26
35,18,1991,19.78
35,18,1992,19.74
35,18,1993,20.03
35,18,1994,20.89
35,18,1995,20.04
35,18,1996,19.57
35,18,1997,19.61
35,18,1998,19.72
35,18,1999,20.3
35,18,2000,19.84
35,18,2001,20.04
35,18,2002,19.79
35,18,2003,19.77
35,18,2004,19.14
35,18,2005,19.39
35,18,2006,19.74
35,18,2007,19.57
35,19,1983,19.79
35,19,1984,19.42
35,19,1985,19.72
35,19,1986,19.67
35,19,1987,19.58
35,19,1988,19.86
35,19,1989,19.13
35,19,1990,20.15
35,19,1991,19.58
35,19,1992,19.61
35,19,1993,19.92
35,19,1994,20.77
35,19,1995,19.98
35,19,1996,19.53
35,19,1997,19.46
35,19,1998,19.67
35,19,1999,20.28
35,19,2000,19.76
35,19,2001,19.94
35,19,2002,19.74
35,19,2003,19.68
35,19,2004,19.12
35,19,2005,19.33
35,19,2006,19.54
35,19,2007,19.45
35,20,1983,19.65
35,20,1984,19.33
35,20,1985,19.56
35,20,1986,19.58
35,20,1987,19.41
35,20,1988,19.75
35,20,1989,19.13
35,20,1990,20.02
35,20,1991,19.4
35,20,1992,19.51
35,20,1993,19.82
35,20,1994,20.67
35,20,1995,19.92
35,20,1996,19.5
35,20,1997,19.37
35,20,1998,19.63
35,20,1999,20.25
35,20,2000,19.66
35,20,2001,19.87
35,20,2002,19.7
35,20,2003,19.55
35,20,2004,19.09
35,20,2005,19.31
35,20,2006,19.41
35,20,2007,19.38
35,21,1983,19.54
35,21,1984,19.33
35,21,1985,19.46
35,21,1986,19.48
35,21,1987,19.25
35,21,1988,19.68
35,21,1989,19.19
35,21,1990,19.93
35,21,1991,19.3
35,21,1992,19.46
35,21,1993,19.78
35,21,1994,20.61
35,21,1995,19.92
35,21,1996,19.51
35,21,1997,19.37
35,21,1998,19.63
35,21,1999,20.25
35,21,2000,19.57
35,21,2001,19.86
35,21,2002,19.7
35,21,2003,19.45
35,21,2004,19.09
35,21,2005,19.35
35,21,2006,19.37
35,21,2007,19.37
35,22,1983,19.51
35,22,1984,19.44
35,22,1985,19.5
35,22,1986,19.46
35,22,1987,19.17
35,22,1988,19.76
35,22,1989,19.34
35,22,1990,19.97
35,22,1991,19.33
35,22,1992,19.46
35,22,1993,19.88
35,22,1994,20.68
35,22,1995,20
35,22,1996,19.6
35,22,1997,19.47
35,22,1998,19.78
35,22,1999,20.36
35,22,2000,19.57
35,22,2001,19.96
35,22,2002,19.77
35,22,2003,19.48
35,22,2004,19.19
35,22,2005,19.48
35,22,2006,19.42
35,22,2007,19.43
36,2,1983,17.92
36,2,1984,17.08
36,2,1985,17.66
36,2,1986,17.75
36,2,1987,18.16
36,2,1988,18.24
36,2,1989,18.43
36,2,1990,18.49
36,2,1991,17.55
36,2,1992,17.33
36,2,1993,17.23
36,2,1994,18.26
36,2,1995,18.31
36,2,1996,17.62
36,2,1997,18.41
36,2,1998,17.93
36,2,1999,18.2
36,2,2000,18.44
36,2,2001,18.58
36,2,2002,18.61
36,2,2003,18.99
36,2,2004,18.57
36,2,2005,18.12
36,2,2006,18.77
36,2,2007,18.22
36,3,1983,17.78
36,3,1984,16.92
36,3,1985,17.43
36,3,1986,17.46
36,3,1987,17.97
36,3,1988,17.99
36,3,1989,18.17
36,3,1990,18.2
36,3,1991,17.28
36,3,1992,17.12
36,3,1993,17.09
36,3,1994,18.13
36,3,1995,18.06
36,3,1996,17.35
36,3,1997,18.15
36,3,1998,17.6
36,3,1999,17.92
36,3,2000,18.24
36,3,2001,18.3
36,3,2002,18.32
36,3,2003,18.69
36,3,2004,18.23
36,3,2005,17.73
36,3,2006,18.43
36,3,2007,17.8
36,4,1983,17.53
36,4,1984,16.68
36,4,1985,17.17
36,4,1986,17.15
36,4,1987,17.73
36,4,1988,17.72
36,4,1989,17.82
36,4,1990,17.97
36,4,1991,17
36,4,1992,16.88
36,4,1993,16.88
36,4,1994,17.95
36,4,1995,17.74
36,4,1996,17.04
36,4,1997,17.84
36,4,1998,17.2
36,4,1999,17.63
36,4,2000,17.97
36,4,2001,17.98
36,4,2002,17.94
36,4,2003,18.37
36,4,2004,17.78
36,4,2005,17.29
36,4,2006,18.06
36,4,2007,17.35
36,5,1983,17.53
36,5,1984,16.55
36,5,1985,17.11
36,5,1986,17.02
36,5,1987,17.74
36,5,1988,17.72
36,5,1989,17.68
36,5,1990,17.94
36,5,1991,16.83
36,5,1992,16.77
36,5,1993,16.85
36,5,1994,18.01
36,5,1995,17.58
36,5,1996,16.9
36,5,1997,17.76
36,5,1998,17.02
36,5,1999,17.6
36,5,2000,17.85
36,5,2001,17.92
36,5,2002,17.78
36,5,2003,18.25
36,5,2004,17.56
36,5,2005,17.07
36,5,2006,17.97
36,5,2007,17.18
36,6,1983,17.85
36,6,1984,16.68
36,6,1985,17.33
36,6,1986,17.14
36,6,1987,18.06
36,6,1988,18.02
36,6,1989,17.82
36,6,1990,18.14
36,6,1991,16.88
36,6,1992,16.87
36,6,1993,17.1
36,6,1994,18.35
36,6,1995,17.66
36,6,1996,17.02
36,6,1997,17.97
36,6,1998,17.15
36,6,1999,17.88
36,6,2000,17.99
36,6,2001,18.17
36,6,2002,17.89
36,6,2003,18.37
36,6,2004,17.64
36,6,2005,17.15
36,6,2006,18.17
36,6,2007,17.36
36,7,1983,18.27
36,7,1984,17.11
36,7,1985,17.78
36,7,1986,17.43
36,7,1987,18.44
36,7,1988,18.41
36,7,1989,18.11
36,7,1990,18.43
36,7,1991,17.22
36,7,1992,17.21
36,7,1993,17.58
36,7,1994,18.72
36,7,1995,17.94
36,7,1996,17.4
36,7,1997,18.31
36,7,1998,17.49
36,7,1999,18.3
36,7,2000,18.39
36,7,2001,18.6
36,7,2002,18.16
36,7,2003,18.58
36,7,2004,17.85
36,7,2005,17.37
36,7,2006,18.42
36,7,2007,17.75
36,8,1983,19.22
36,8,1984,18.01
36,8,1985,18.48
36,8,1986,18.12
36,8,1987,19.18
36,8,1988,19.16
36,8,1989,18.69
36,8,1990,19.14
36,8,1991,17.99
36,8,1992,17.99
36,8,1993,18.32
36,8,1994,19.44
36,8,1995,18.48
36,8,1996,18.1
36,8,1997,18.95
36,8,1998,18.21
36,8,1999,18.97
36,8,2000,18.95
36,8,2001,19.36
36,8,2002,18.72
36,8,2003,19.07
36,8,2004,18.57
36,8,2005,18.15
36,8,2006,19.18
36,8,2007,18.58
36,9,1983,20.34
36,9,1984,19.08
36,9,1985,19.38
36,9,1986,18.99
36,9,1987,20.08
36,9,1988,20.06
36,9,1989,19.44
36,9,1990,19.97
36,9,1991,18.94
36,9,1992,18.89
36,9,1993,19.19
36,9,1994,20.33
36,9,1995,19.21
36,9,1996,19.06
36,9,1997,19.69
36,9,1998,19.2
36,9,1999,19.78
36,9,2000,19.52
36,9,2001,20.14
36,9,2002,19.46
36,9,2003,19.58
36,9,2004,19.37
36,9,2005,19.1
36,9,2006,20.12
36,9,2007,19.61
36,10,1983,20.56
36,10,1984,19.5
36,10,1985,19.64
36,10,1986,19.32
36,10,1987,20.09
36,10,1988,20.2
36,10,1989,19.62
36,10,1990,20.22
36,10,1991,19.35
36,10,1992,19.35
36,10,1993,19.52
36,10,1994,20.53
36,10,1995,19.47
36,10,1996,19.42
36,10,1997,19.89
36,10,1998,19.49
36,10,1999,19.93
36,10,2000,19.68
36,10,2001,20.21
36,10,2002,19.64
36,10,2003,19.65
36,10,2004,19.5
36,10,2005,19.39
36,10,2006,20.41
36,10,2007,20
36,11,1983,20.02
36,11,1984,19.29
36,11,1985,19.35
36,11,1986,19.16
36,11,1987,19.41
36,11,1988,19.7
36,11,1989,19.25
36,11,1990,19.95
36,11,1991,19.23
36,11,1992,19.34
36,11,1993,19.37
36,11,1994,20.16
36,11,1995,19.29
36,11,1996,19.2
36,11,1997,19.62
36,11,1998,19.13
36,11,1999,19.56
36,11,2000,19.5
36,11,2001,19.72
36,11,2002,19.27
36,11,2003,19.36
36,11,2004,19.06
36,11,2005,19.08
36,11,2006,20.07
36,11,2007,19.75
36,12,1983,19.98
36,12,1984,19.29
36,12,1985,19.57
36,12,1986,19.31
36,12,1987,19.41
36,12,1988,19.76
36,12,1989,19.2
36,12,1990,19.98
36,12,1991,19.34
36,12,1992,19.42
36,12,1993,19.58
36,12,1994,20.3
36,12,1995,19.42
36,12,1996,19.26
36,12,1997,19.58
36,12,1998,19.13
36,12,1999,19.74
36,12,2000,19.55
36,12,2001,19.7
36,12,2002,19.18
36,12,2003,19.32
36,12,2004,18.99
36,12,2005,19.08
36,12,2006,20
36,12,2007,19.71
36,13,1983,19.93
36,13,1984,19.3
36,13,1985,19.61
36,13,1986,19.24
36,13,1987,19.31
36,13,1988,19.76
36,13,1989,19.19
36,13,1990,20
36,13,1991,19.34
36,13,1992,19.46
36,13,1993,19.65
36,13,1994,20.31
36,13,1995,19.39
36,13,1996,19.18
36,13,1997,19.55
36,13,1998,19.07
36,13,1999,19.7
36,13,2000,19.46
36,13,2001,19.67
36,13,2002,19.17
36,13,2003,19.33
36,13,2004,18.98
36,13,2005,19.08
36,13,2006,19.9
36,13,2007,19.71
36,14,1983,20.29
36,14,1984,19.62
36,14,1985,19.99
36,14,1986,19.54
36,14,1987,19.73
36,14,1988,20.16
36,14,1989,19.52
36,14,1990,20.41
36,14,1991,19.61
36,14,1992,19.74
36,14,1993,20.01
36,14,1994,20.71
36,14,1995,19.66
36,14,1996,19.36
36,14,1997,19.73
36,14,1998,19.45
36,14,1999,20.03
36,14,2000,19.69
36,14,2001,19.99
36,14,2002,19.4
36,14,2003,19.62
36,14,2004,19.28
36,14,2005,19.24
36,14,2006,20.09
36,14,2007,20.01
36,15,1983,20.4
36,15,1984,19.78
36,15,1985,20.17
36,15,1986,19.78
36,15,1987,19.92
36,15,1988,20.34
36,15,1989,19.63
36,15,1990,20.62
36,15,1991,19.82
36,15,1992,19.93
36,15,1993,20.25
36,15,1994,20.97
36,15,1995,19.86
36,15,1996,19.51
36,15,1997,19.86
36,15,1998,19.72
36,15,1999,20.28
36,15,2000,19.88
36,15,2001,20.22
36,15,2002,19.59
36,15,2003,19.77
36,15,2004,19.41
36,15,2005,19.43
36,15,2006,20.16
36,15,2007,20.13
36,16,1983,20.15
36,16,1984,19.65
36,16,1985,20
36,16,1986,19.79
36,16,1987,19.74
36,16,1988,20.13
36,16,1989,19.41
36,16,1990,20.46
36,16,1991,19.84
36,16,1992,19.91
36,16,1993,20.22
36,16,1994,20.94
36,16,1995,19.87
36,16,1996,19.51
36,16,1997,19.81
36,16,1998,19.72
36,16,1999,20.29
36,16,2000,19.9
36,16,2001,20.2
36,16,2002,19.63
36,16,2003,19.68
36,16,2004,19.26
36,16,2005,19.5
36,16,2006,19.99
36,16,2007,19.93
36,17,1983,19.96
36,17,1984,19.47
36,17,1985,19.83
36,17,1986,19.65
36,17,1987,19.6
36,17,1988,19.88
36,17,1989,19.16
36,17,1990,20.19
36,17,1991,19.69
36,17,1992,19.74
36,17,1993,20.01
36,17,1994,20.81
36,17,1995,19.79
36,17,1996,19.41
36,17,1997,19.58
36,17,1998,19.61
36,17,1999,20.17
36,17,2000,19.8
36,17,2001,20
36,17,2002,19.57
36,17,2003,19.55
36,17,2004,19.11
36,17,2005,19.31
36,17,2006,19.72
36,17,2007,19.62
36,18,1983,19.75
36,18,1984,19.3
36,18,1985,19.64
36,18,1986,19.54
36,18,1987,19.45
36,18,1988,19.69
36,18,1989,18.95
36,18,1990,20.05
36,18,1991,19.47
36,18,1992,19.57
36,18,1993,19.83
36,18,1994,20.68
36,18,1995,19.72
36,18,1996,19.33
36,18,1997,19.4
36,18,1998,19.55
36,18,1999,20.07
36,18,2000,19.68
36,18,2001,19.85
36,18,2002,19.53
36,18,2003,19.46
36,18,2004,19.05
36,18,2005,19.18
36,18,2006,19.51
36,18,2007,19.45
36,19,1983,19.57
36,19,1984,19.16
36,19,1985,19.42
36,19,1986,19.43
36,19,1987,19.26
36,19,1988,19.53
36,19,1989,18.85
36,19,1990,19.88
36,19,1991,19.21
36,19,1992,19.38
36,19,1993,19.67
36,19,1994,20.53
36,19,1995,19.62
36,19,1996,19.24
36,19,1997,19.22
36,19,1998,19.48
36,19,1999,20
36,19,2000,19.55
36,19,2001,19.71
36,19,2002,19.48
36,19,2003,19.32
36,19,2004,18.97
36,19,2005,19.09
36,19,2006,19.27
36,19,2007,19.3
36,20,1983,19.35
36,20,1984,19.02
36,20,1985,19.21
36,20,1986,19.25
36,20,1987,19.01
36,20,1988,19.34
36,20,1989,18.77
36,20,1990,19.65
36,20,1991,18.93
36,20,1992,19.16
36,20,1993,19.47
36,20,1994,20.34
36,20,1995,19.47
36,20,1996,19.09
36,20,1997,19.02
36,20,1998,19.33
36,20,1999,19.86
36,20,2000,19.34
36,20,2001,19.52
36,20,2002,19.34
36,20,2003,19.13
36,20,2004,18.83
36,20,2005,18.95
36,20,2006,19.03
36,20,2007,19.15
36,21,1983,19.1
36,21,1984,18.91
36,21,1985,19.05
36,21,1986,19.02
36,21,1987,18.77
36,21,1988,19.17
36,21,1989,18.73
36,21,1990,19.45
36,21,1991,18.67
36,21,1992,18.95
36,21,1993,19.29
36,21,1994,20.17
36,21,1995,19.31
36,21,1996,18.88
36,21,1997,18.83
36,21,1998,19.16
36,21,1999,19.64
36,21,2000,19.07
36,21,2001,19.3
36,21,2002,19.1
36,21,2003,18.91
36,21,2004,18.63
36,21,2005,18.75
36,21,2006,18.8
36,21,2007,19
36,22,1983,18.89
36,22,1984,18.82
36,22,1985,19
36,22,1986,18.87
36,22,1987,18.66
36,22,1988,19.16
36,22,1989,18.82
36,22,1990,19.56
36,22,1991,18.58
36,22,1992,18.82
36,22,1993,19.31
36,22,1994,20.2
36,22,1995,19.23
36,22,1996,18.76
36,22,1997,18.75
36,22,1998,19.07
36,22,1999,19.46
36,22,2000,18.81
36,22,2001,19.18
36,22,2002,18.78
36,22,2003,18.73
36,22,2004,18.4
36,22,2005,18.56
36,22,2006,18.57
36,22,2007,18.91
37,2,1983,18.67
37,2,1984,18.03
37,2,1985,18.38
37,2,1986,18.55
37,2,1987,18.7
37,2,1988,19
37,2,1989,18.98
37,2,1990,18.98
37,2,1991,18.35
37,2,1992,18.06
37,2,1993,17.98
37,2,1994,18.92
37,2,1995,19.13
37,2,1996,18.64
37,2,1997,19.03
37,2,1998,18.55
37,2,1999,18.99
37,2,2000,18.95
37,2,2001,19.24
37,2,2002,19.05
37,2,2003,19.42
37,2,2004,18.99
37,2,2005,18.79
37,2,2006,19.38
37,2,2007,19.13
37,3,1983,18.68
37,3,1984,18.03
37,3,1985,18.28
37,3,1986,18.46
37,3,1987,18.64
37,3,1988,18.88
37,3,1989,18.89
37,3,1990,18.9
37,3,1991,18.31
37,3,1992,18.04
37,3,1993,18.02
37,3,1994,18.95
37,3,1995,19.04
37,3,1996,18.55
37,3,1997,18.99
37,3,1998,18.46
37,3,1999,18.93
37,3,2000,18.93
37,3,2001,19.12
37,3,2002,18.9
37,3,2003,19.28
37,3,2004,18.88
37,3,2005,18.65
37,3,2006,19.29
37,3,2007,18.96
37,4,1983,18.63
37,4,1984,17.95
37,4,1985,18.17
37,4,1986,18.3
37,4,1987,18.52
37,4,1988,18.71
37,4,1989,18.7
37,4,1990,18.79
37,4,1991,18.21
37,4,1992,17.97
37,4,1993,18
37,4,1994,18.9
37,4,1995,18.87
37,4,1996,18.41
37,4,1997,18.9
37,4,1998,18.31
37,4,1999,18.81
37,4,2000,18.86
37,4,2001,18.96
37,4,2002,18.7
37,4,2003,19.11
37,4,2004,18.7
37,4,2005,18.46
37,4,2006,19.13
37,4,2007,18.76
37,5,1983,18.75
37,5,1984,17.93
37,5,1985,18.15
37,5,1986,18.25
37,5,1987,18.58
37,5,1988,18.71
37,5,1989,18.62
37,5,1990,18.82
37,5,1991,18.11
37,5,1992,17.93
37,5,1993,18.07
37,5,1994,19.03
37,5,1995,18.77
37,5,1996,18.34
37,5,1997,18.93
37,5,1998,18.28
37,5,1999,18.85
37,5,2000,18.88
37,5,2001,18.95
37,5,2002,18.63
37,5,2003,19.07
37,5,2004,18.64
37,5,2005,18.34
37,5,2006,19.11
37,5,2007,18.69
37,6,1983,19.05
37,6,1984,18.02
37,6,1985,18.28
37,6,1986,18.34
37,6,1987,18.82
37,6,1988,18.89
37,6,1989,18.71
37,6,1990,18.97
37,6,1991,18.1
37,6,1992,17.99
37,6,1993,18.28
37,6,1994,19.32
37,6,1995,18.78
37,6,1996,18.39
37,6,1997,19.07
37,6,1998,18.38
37,6,1999,19.04
37,6,2000,19
37,6,2001,19.11
37,6,2002,18.71
37,6,2003,19.16
37,6,2004,18.7
37,6,2005,18.35
37,6,2006,19.24
37,6,2007,18.77
37,7,1983,19.3
37,7,1984,18.24
37,7,1985,18.49
37,7,1986,18.47
37,7,1987,19.01
37,7,1988,19.06
37,7,1989,18.81
37,7,1990,19.11
37,7,1991,18.27
37,7,1992,18.19
37,7,1993,18.57
37,7,1994,19.53
37,7,1995,18.86
37,7,1996,18.57
37,7,1997,19.23
37,7,1998,18.52
37,7,1999,19.21
37,7,2000,19.17
37,7,2001,19.31
37,7,2002,18.78
37,7,2003,19.23
37,7,2004,18.73
37,7,2005,18.41
37,7,2006,19.31
37,7,2007,18.92
37,8,1983,19.66
37,8,1984,18.53
37,8,1985,18.79
37,8,1986,18.75
37,8,1987,19.33
37,8,1988,19.38
37,8,1989,18.96
37,8,1990,19.43
37,8,1991,18.59
37,8,1992,18.55
37,8,1993,18.87
37,8,1994,19.84
37,8,1995,19
37,8,1996,18.79
37,8,1997,19.38
37,8,1998,18.73
37,8,1999,19.43
37,8,2000,19.39
37,8,2001,19.6
37,8,2002,18.89
37,8,2003,19.32
37,8,2004,18.9
37,8,2005,18.68
37,8,2006,19.52
37,8,2007,19.15
37,9,1983,20
37,9,1984,18.86
37,9,1985,19.07
37,9,1986,19.01
37,9,1987,19.58
37,9,1988,19.67
37,9,1989,19.1
37,9,1990,19.66
37,9,1991,18.88
37,9,1992,18.82
37,9,1993,19.12
37,9,1994,20.12
37,9,1995,19.11
37,9,1996,19.04
37,9,1997,19.53
37,9,1998,19.01
37,9,1999,19.64
37,9,2000,19.48
37,9,2001,19.78
37,9,2002,19.02
37,9,2003,19.29
37,9,2004,19.02
37,9,2005,18.92
37,9,2006,19.79
37,9,2007,19.42
37,10,1983,19.92
37,10,1984,18.93
37,10,1985,19.04
37,10,1986,18.98
37,10,1987,19.37
37,10,1988,19.56
37,10,1989,18.96
37,10,1990,19.61
37,10,1991,18.95
37,10,1992,18.92
37,10,1993,19.13
37,10,1994,20.07
37,10,1995,19.04
37,10,1996,19.03
37,10,1997,19.48
37,10,1998,18.98
37,10,1999,19.53
37,10,2000,19.38
37,10,2001,19.64
37,10,2002,18.95
37,10,2003,19.12
37,10,2004,18.9
37,10,2005,18.9
37,10,2006,19.82
37,10,2007,19.45
37,11,1983,19.62
37,11,1984,18.81
37,11,1985,18.88
37,11,1986,18.79
37,11,1987,18.97
37,11,1988,19.27
37,11,1989,18.71
37,11,1990,19.45
37,11,1991,18.87
37,11,1992,18.94
37,11,1993,19.05
37,11,1994,19.88
37,11,1995,18.91
37,11,1996,18.87
37,11,1997,19.33
37,11,1998,18.74
37,11,1999,19.28
37,11,2000,19.24
37,11,2001,19.38
37,11,2002,18.78
37,11,2003,18.99
37,11,2004,18.72
37,11,2005,18.72
37,11,2006,19.68
37,11,2007,19.34
37,12,1983,19.87
37,12,1984,18.97
37,12,1985,19.24
37,12,1986,18.97
37,12,1987,19.27
37,12,1988,19.57
37,12,1989,18.95
37,12,1990,19.69
37,12,1991,18.98
37,12,1992,19.18
37,12,1993,19.35
37,12,1994,20.25
37,12,1995,19.14
37,12,1996,19
37,12,1997,19.43
37,12,1998,18.96
37,12,1999,19.57
37,12,2000,19.39
37,12,2001,19.61
37,12,2002,18.96
37,12,2003,19.19
37,12,2004,19.04
37,12,2005,18.79
37,12,2006,19.77
37,12,2007,19.58
37,13,1983,19.54
37,13,1984,18.75
37,13,1985,19.05
37,13,1986,18.7
37,13,1987,18.96
37,13,1988,19.33
37,13,1989,18.78
37,13,1990,19.52
37,13,1991,18.65
37,13,1992,18.99
37,13,1993,19.18
37,13,1994,20
37,13,1995,18.82
37,13,1996,18.57
37,13,1997,19.14
37,13,1998,18.69
37,13,1999,19.25
37,13,2000,19.02
37,13,2001,19.34
37,13,2002,18.75
37,13,2003,18.99
37,13,2004,18.81
37,13,2005,18.54
37,13,2006,19.47
37,13,2007,19.39
37,14,1983,19.75
37,14,1984,18.94
37,14,1985,19.32
37,14,1986,18.91
37,14,1987,19.29
37,14,1988,19.61
37,14,1989,19.05
37,14,1990,19.83
37,14,1991,18.75
37,14,1992,19.13
37,14,1993,19.43
37,14,1994,20.27
37,14,1995,18.95
37,14,1996,18.57
37,14,1997,19.22
37,14,1998,18.98
37,14,1999,19.45
37,14,2000,19.11
37,14,2001,19.59
37,14,2002,18.93
37,14,2003,19.18
37,14,2004,18.99
37,14,2005,18.6
37,14,2006,19.54
37,14,2007,19.6
37,15,1983,19.92
37,15,1984,19.2
37,15,1985,19.61
37,15,1986,19.28
37,15,1987,19.53
37,15,1988,19.87
37,15,1989,19.28
37,15,1990,20.15
37,15,1991,19.07
37,15,1992,19.43
37,15,1993,19.77
37,15,1994,20.58
37,15,1995,19.24
37,15,1996,18.85
37,15,1997,19.46
37,15,1998,19.36
37,15,1999,19.78
37,15,2000,19.41
37,15,2001,19.9
37,15,2002,19.21
37,15,2003,19.43
37,15,2004,19.2
37,15,2005,18.93
37,15,2006,19.74
37,15,2007,19.84
37,16,1983,19.85
37,16,1984,19.31
37,16,1985,19.68
37,16,1986,19.51
37,16,1987,19.46
37,16,1988,19.84
37,16,1989,19.24
37,16,1990,20.2
37,16,1991,19.36
37,16,1992,19.65
37,16,1993,19.95
37,16,1994,20.68
37,16,1995,19.46
37,16,1996,19.15
37,16,1997,19.6
37,16,1998,19.52
37,16,1999,19.99
37,16,2000,19.65
37,16,2001,20.02
37,16,2002,19.39
37,16,2003,19.5
37,16,2004,19.25
37,16,2005,19.26
37,16,2006,19.81
37,16,2007,19.84
37,17,1983,19.72
37,17,1984,19.17
37,17,1985,19.5
37,17,1986,19.39
37,17,1987,19.29
37,17,1988,19.58
37,17,1989,18.95
37,17,1990,19.91
37,17,1991,19.3
37,17,1992,19.55
37,17,1993,19.82
37,17,1994,20.56
37,17,1995,19.42
37,17,1996,19.13
37,17,1997,19.31
37,17,1998,19.41
37,17,1999,19.95
37,17,2000,19.61
37,17,2001,19.83
37,17,2002,19.33
37,17,2003,19.26
37,17,2004,19.06
37,17,2005,19.1
37,17,2006,19.48
37,17,2007,19.51
37,18,1983,19.57
37,18,1984,19.06
37,18,1985,19.35
37,18,1986,19.29
37,18,1987,19.13
37,18,1988,19.4
37,18,1989,18.78
37,18,1990,19.77
37,18,1991,19.09
37,18,1992,19.38
37,18,1993,19.65
37,18,1994,20.46
37,18,1995,19.38
37,18,1996,19.08
37,18,1997,19.16
37,18,1998,19.4
37,18,1999,19.86
37,18,2000,19.48
37,18,2001,19.67
37,18,2002,19.3
37,18,2003,19.14
37,18,2004,19.02
37,18,2005,19
37,18,2006,19.29
37,18,2007,19.38
37,19,1983,19.32
37,19,1984,18.86
37,19,1985,19.08
37,19,1986,19.08
37,19,1987,18.87
37,19,1988,19.16
37,19,1989,18.6
37,19,1990,19.52
37,19,1991,18.76
37,19,1992,19.1
37,19,1993,19.39
37,19,1994,20.25
37,19,1995,19.2
37,19,1996,18.89
37,19,1997,18.92
37,19,1998,19.23
37,19,1999,19.68
37,19,2000,19.26
