"lat","lon","year","mean"
37,19,2001,19.42
37,19,2002,19.2
37,19,2003,18.94
37,19,2004,18.87
37,19,2005,18.82
37,19,2006,18.99
37,19,2007,19.2
37,20,1983,18.86
37,20,1984,18.49
37,20,1985,18.7
37,20,1986,18.63
37,20,1987,18.43
37,20,1988,18.77
37,20,1989,18.3
37,20,1990,19.12
37,20,1991,18.23
37,20,1992,18.61
37,20,1993,18.93
37,20,1994,19.85
37,20,1995,18.78
37,20,1996,18.41
37,20,1997,18.42
37,20,1998,18.76
37,20,1999,19.17
37,20,2000,18.77
37,20,2001,18.92
37,20,2002,18.69
37,20,2003,18.5
37,20,2004,18.39
37,20,2005,18.31
37,20,2006,18.43
37,20,2007,18.79
37,21,1983,18.22
37,21,1984,17.99
37,21,1985,18.24
37,21,1986,18.03
37,21,1987,17.88
37,21,1988,18.27
37,21,1989,17.93
37,21,1990,18.71
37,21,1991,17.58
37,21,1992,18.01
37,21,1993,18.35
37,21,1994,19.35
37,21,1995,18.21
37,21,1996,17.73
37,21,1997,17.77
37,21,1998,18.08
37,21,1999,18.4
37,21,2000,18.04
37,21,2001,18.23
37,21,2002,17.86
37,21,2003,17.89
37,21,2004,17.64
37,21,2005,17.53
37,21,2006,17.65
37,21,2007,18.2
37,22,1983,17.62
37,22,1984,17.47
37,22,1985,17.8
37,22,1986,17.6
37,22,1987,17.44
37,22,1988,17.9
37,22,1989,17.68
37,22,1990,18.53
37,22,1991,17.11
37,22,1992,17.53
37,22,1993,17.94
37,22,1994,18.98
37,22,1995,17.85
37,22,1996,17.24
37,22,1997,17.3
37,22,1998,17.57
37,22,1999,17.71
37,22,2000,17.33
37,22,2001,17.69
37,22,2002,17.22
37,22,2003,17.3
37,22,2004,16.96
37,22,2005,16.92
37,22,2006,16.92
37,22,2007,17.68
38,2,1983,18.6
38,2,1984,18.05
38,2,1985,18.27
38,2,1986,18.51
38,2,1987,18.54
38,2,1988,18.93
38,2,1989,18.92
38,2,1990,18.91
38,2,1991,18.3
38,2,1992,17.96
38,2,1993,17.97
38,2,1994,18.98
38,2,1995,19.14
38,2,1996,18.61
38,2,1997,18.97
38,2,1998,18.48
38,2,1999,18.99
38,2,2000,18.89
38,2,2001,19.15
38,2,2002,18.9
38,2,2003,19.23
38,2,2004,18.73
38,2,2005,18.61
38,2,2006,19.21
38,2,2007,18.97
38,3,1983,18.67
38,3,1984,18.1
38,3,1985,18.25
38,3,1986,18.49
38,3,1987,18.53
38,3,1988,18.89
38,3,1989,18.9
38,3,1990,18.91
38,3,1991,18.34
38,3,1992,18
38,3,1993,18.05
38,3,1994,19.01
38,3,1995,19.09
38,3,1996,18.6
38,3,1997,19.01
38,3,1998,18.43
38,3,1999,19
38,3,2000,18.91
38,3,2001,19.1
38,3,2002,18.81
38,3,2003,19.16
38,3,2004,18.7
38,3,2005,18.6
38,3,2006,19.25
38,3,2007,18.91
38,4,1983,18.7
38,4,1984,18.07
38,4,1985,18.22
38,4,1986,18.44
38,4,1987,18.45
38,4,1988,18.8
38,4,1989,18.77
38,4,1990,18.87
38,4,1991,18.3
38,4,1992,18.02
38,4,1993,18.1
38,4,1994,18.99
38,4,1995,18.98
38,4,1996,18.57
38,4,1997,19.01
38,4,1998,18.35
38,4,1999,18.98
38,4,2000,18.9
38,4,2001,19.02
38,4,2002,18.69
38,4,2003,19.07
38,4,2004,18.63
38,4,2005,18.53
38,4,2006,19.23
38,4,2007,18.85
38,5,1983,18.76
38,5,1984,18.04
38,5,1985,18.19
38,5,1986,18.38
38,5,1987,18.4
38,5,1988,18.72
38,5,1989,18.62
38,5,1990,18.85
38,5,1991,18.24
38,5,1992,18.02
38,5,1993,18.15
38,5,1994,19.01
38,5,1995,18.87
38,5,1996,18.52
38,5,1997,18.99
38,5,1998,18.27
38,5,1999,18.95
38,5,2000,18.87
38,5,2001,18.97
38,5,2002,18.57
38,5,2003,18.99
38,5,2004,18.55
38,5,2005,18.45
38,5,2006,19.19
38,5,2007,18.79
38,6,1983,18.86
38,6,1984,18.04
38,6,1985,18.16
38,6,1986,18.33
38,6,1987,18.4
38,6,1988,18.68
38,6,1989,18.5
38,6,1990,18.85
38,6,1991,18.21
38,6,1992,18.04
38,6,1993,18.22
38,6,1994,19.08
38,6,1995,18.76
38,6,1996,18.46
38,6,1997,18.97
38,6,1998,18.21
38,6,1999,18.93
38,6,2000,18.86
38,6,2001,18.95
38,6,2002,18.46
38,6,2003,18.92
38,6,2004,18.47
38,6,2005,18.36
38,6,2006,19.13
38,6,2007,18.74
38,7,1983,18.95
38,7,1984,18.01
38,7,1985,18.14
38,7,1986,18.32
38,7,1987,18.4
38,7,1988,18.64
38,7,1989,18.42
38,7,1990,18.84
38,7,1991,18.24
38,7,1992,18.11
38,7,1993,18.3
38,7,1994,19.12
38,7,1995,18.65
38,7,1996,18.41
38,7,1997,18.95
38,7,1998,18.17
38,7,1999,18.84
38,7,2000,18.84
38,7,2001,18.9
38,7,2002,18.34
38,7,2003,18.84
38,7,2004,18.38
38,7,2005,18.28
38,7,2006,19.03
38,7,2007,18.71
38,8,1983,19.36
38,8,1984,18.19
38,8,1985,18.5
38,8,1986,18.55
38,8,1987,18.87
38,8,1988,19.02
38,8,1989,18.67
38,8,1990,19.09
38,8,1991,18.48
38,8,1992,18.5
38,8,1993,18.58
38,8,1994,19.63
38,8,1995,18.74
38,8,1996,18.59
38,8,1997,19.15
38,8,1998,18.47
38,8,1999,19.12
38,8,2000,19.11
38,8,2001,19.32
38,8,2002,18.55
38,8,2003,19.04
38,8,2004,18.61
38,8,2005,18.44
38,8,2006,19.22
38,8,2007,19
38,9,1983,19.35
38,9,1984,18.3
38,9,1985,18.48
38,9,1986,18.57
38,9,1987,18.77
38,9,1988,19
38,9,1989,18.55
38,9,1990,19.09
38,9,1991,18.54
38,9,1992,18.58
38,9,1993,18.72
38,9,1994,19.66
38,9,1995,18.67
38,9,1996,18.61
38,9,1997,19.14
38,9,1998,18.53
38,9,1999,19.12
38,9,2000,19.1
38,9,2001,19.29
38,9,2002,18.51
38,9,2003,18.84
38,9,2004,18.52
38,9,2005,18.5
38,9,2006,19.25
38,9,2007,18.98
38,10,1983,19.26
38,10,1984,18.37
38,10,1985,18.39
38,10,1986,18.53
38,10,1987,18.58
38,10,1988,18.89
38,10,1989,18.37
38,10,1990,19.01
38,10,1991,18.56
38,10,1992,18.6
38,10,1993,18.78
38,10,1994,19.6
38,10,1995,18.6
38,10,1996,18.58
38,10,1997,19.09
38,10,1998,18.5
38,10,1999,19.04
38,10,2000,19.04
38,10,2001,19.17
38,10,2002,18.44
38,10,2003,18.67
38,10,2004,18.42
38,10,2005,18.52
38,10,2006,19.28
38,10,2007,18.95
38,11,1983,19.29
38,11,1984,18.46
38,11,1985,18.45
38,11,1986,18.55
38,11,1987,18.61
38,11,1988,18.92
38,11,1989,18.37
38,11,1990,19.01
38,11,1991,18.59
38,11,1992,18.71
38,11,1993,18.87
38,11,1994,19.68
38,11,1995,18.61
38,11,1996,18.58
38,11,1997,19.09
38,11,1998,18.51
38,11,1999,19.04
38,11,2000,19.04
38,11,2001,19.16
38,11,2002,18.47
38,11,2003,18.71
38,11,2004,18.48
38,11,2005,18.54
38,11,2006,19.38
38,11,2007,19.03
38,12,1983,19.51
38,12,1984,18.64
38,12,1985,18.75
38,12,1986,18.71
38,12,1987,18.96
38,12,1988,19.21
38,12,1989,18.64
38,12,1990,19.24
38,12,1991,18.63
38,12,1992,18.93
38,12,1993,19.12
38,12,1994,19.99
38,12,1995,18.74
38,12,1996,18.64
38,12,1997,19.15
38,12,1998,18.73
38,12,1999,19.26
38,12,2000,19.14
38,12,2001,19.35
38,12,2002,18.67
38,12,2003,18.87
38,12,2004,18.76
38,12,2005,18.55
38,12,2006,19.48
38,12,2007,19.24
38,13,1983,19.22
38,13,1984,18.47
38,13,1985,18.66
38,13,1986,18.56
38,13,1987,18.76
38,13,1988,19.08
38,13,1989,18.57
38,13,1990,19.22
38,13,1991,18.35
38,13,1992,18.84
38,13,1993,19.02
38,13,1994,19.83
38,13,1995,18.5
38,13,1996,18.31
38,13,1997,19.01
38,13,1998,18.57
38,13,1999,19.04
38,13,2000,18.93
38,13,2001,19.24
38,13,2002,18.64
38,13,2003,18.86
38,13,2004,18.68
38,13,2005,18.45
38,13,2006,19.35
38,13,2007,19.2
38,14,1983,19.11
38,14,1984,18.41
38,14,1985,18.67
38,14,1986,18.55
38,14,1987,18.76
38,14,1988,19.05
38,14,1989,18.61
38,14,1990,19.31
38,14,1991,18.24
38,14,1992,18.83
38,14,1993,19.11
38,14,1994,19.8
38,14,1995,18.46
38,14,1996,18.18
38,14,1997,19
38,14,1998,18.61
38,14,1999,19.03
38,14,2000,18.89
38,14,2001,19.32
38,14,2002,18.76
38,14,2003,18.98
38,14,2004,18.71
38,14,2005,18.52
38,14,2006,19.3
38,14,2007,19.25
38,15,1983,18.96
38,15,1984,18.25
38,15,1985,18.63
38,15,1986,18.45
38,15,1987,18.65
38,15,1988,18.92
38,15,1989,18.46
38,15,1990,19.28
38,15,1991,18.08
38,15,1992,18.71
38,15,1993,19.03
38,15,1994,19.71
38,15,1995,18.36
38,15,1996,18.03
38,15,1997,18.82
38,15,1998,18.57
38,15,1999,18.96
38,15,2000,18.76
38,15,2001,19.21
38,15,2002,18.62
38,15,2003,18.87
38,15,2004,18.55
38,15,2005,18.34
38,15,2006,19.06
38,15,2007,19.1
38,16,1983,18.89
38,16,1984,18.18
38,16,1985,18.63
38,16,1986,18.42
38,16,1987,18.51
38,16,1988,18.79
38,16,1989,18.26
38,16,1990,19.21
38,16,1991,18.06
38,16,1992,18.66
38,16,1993,18.93
38,16,1994,19.69
38,16,1995,18.33
38,16,1996,18
38,16,1997,18.6
38,16,1998,18.57
38,16,1999,18.99
38,16,2000,18.71
38,16,2001,19.07
38,16,2002,18.42
38,16,2003,18.66
38,16,2004,18.41
38,16,2005,18.17
38,16,2006,18.82
38,16,2007,18.91
38,17,1983,19.33
38,17,1984,18.71
38,17,1985,19.07
38,17,1986,18.99
38,17,1987,18.85
38,17,1988,19.13
38,17,1989,18.58
38,17,1990,19.43
38,17,1991,18.78
38,17,1992,19.25
38,17,1993,19.49
38,17,1994,20.16
38,17,1995,18.93
38,17,1996,18.71
38,17,1997,18.96
38,17,1998,19.11
38,17,1999,19.63
38,17,2000,19.35
38,17,2001,19.55
38,17,2002,19.06
38,17,2003,18.98
38,17,2004,18.95
38,17,2005,18.84
38,17,2006,19.21
38,17,2007,19.32
38,18,1983,19.29
38,18,1984,18.72
38,18,1985,19.03
38,18,1986,18.98
38,18,1987,18.75
38,18,1988,19.04
38,18,1989,18.53
38,18,1990,19.36
38,18,1991,18.59
38,18,1992,19.09
38,18,1993,19.34
38,18,1994,20.16
38,18,1995,18.97
38,18,1996,18.69
38,18,1997,18.8
38,18,1998,19.11
38,18,1999,19.51
38,18,2000,19.21
38,18,2001,19.35
38,18,2002,19.05
38,18,2003,18.86
38,18,2004,18.85
38,18,2005,18.68
38,18,2006,18.97
38,18,2007,19.2
38,19,1983,18.9
38,19,1984,18.39
38,19,1985,18.7
38,19,1986,18.58
38,19,1987,18.33
38,19,1988,18.67
38,19,1989,18.23
38,19,1990,19.01
38,19,1991,18.13
38,19,1992,18.63
38,19,1993,18.89
38,19,1994,19.79
38,19,1995,18.64
38,19,1996,18.3
38,19,1997,18.36
38,19,1998,18.75
38,19,1999,19.08
38,19,2000,18.77
38,19,2001,18.87
38,19,2002,18.75
38,19,2003,18.5
38,19,2004,18.43
38,19,2005,18.22
38,19,2006,18.45
38,19,2007,18.82
38,20,1983,17.79
38,20,1984,17.4
38,20,1985,17.7
38,20,1986,17.45
38,20,1987,17.28
38,20,1988,17.67
38,20,1989,17.32
38,20,1990,18.1
38,20,1991,16.96
38,20,1992,17.51
38,20,1993,17.77
38,20,1994,18.75
38,20,1995,17.52
38,20,1996,17.15
38,20,1997,17.2
38,20,1998,17.57
38,20,1999,17.87
38,20,2000,17.62
38,20,2001,17.75
38,20,2002,17.53
38,20,2003,17.41
38,20,2004,17.25
38,20,2005,16.97
38,20,2006,17.14
38,20,2007,17.74
38,21,1983,16.47
38,21,1984,16.2
38,21,1985,16.51
38,21,1986,16.16
38,21,1987,16.07
38,21,1988,16.52
38,21,1989,16.25
38,21,1990,17.11
38,21,1991,15.61
38,21,1992,16.22
38,21,1993,16.47
38,21,1994,17.55
38,21,1995,16.22
38,21,1996,15.79
38,21,1997,15.85
38,21,1998,16.15
38,21,1999,16.4
38,21,2000,16.22
38,21,2001,16.46
38,21,2002,16.01
38,21,2003,16.08
38,21,2004,15.84
38,21,2005,15.49
38,21,2006,15.57
38,21,2007,16.44
38,22,1983,16.31
38,22,1984,16.06
38,22,1985,16.4
38,22,1986,16.2
38,22,1987,15.95
38,22,1988,16.5
38,22,1989,16.3
38,22,1990,17.2
38,22,1991,15.5
38,22,1992,16.15
38,22,1993,16.41
38,22,1994,17.5
38,22,1995,16.33
38,22,1996,15.77
38,22,1997,15.78
38,22,1998,16.07
38,22,1999,16.13
38,22,2000,15.97
38,22,2001,16.35
38,22,2002,16.08
38,22,2003,15.99
38,22,2004,15.73
38,22,2005,15.38
38,22,2006,15.28
38,22,2007,16.34
39,2,1983,18.16
39,2,1984,17.59
39,2,1985,17.74
39,2,1986,18.07
39,2,1987,18.05
39,2,1988,18.46
39,2,1989,18.58
39,2,1990,18.53
39,2,1991,17.91
39,2,1992,17.58
39,2,1993,17.59
39,2,1994,18.61
39,2,1995,18.65
39,2,1996,18.1
39,2,1997,18.61
39,2,1998,18.11
39,2,1999,18.5
39,2,2000,18.58
39,2,2001,18.74
39,2,2002,18.53
39,2,2003,18.72
39,2,2004,18.26
39,2,2005,18.03
39,2,2006,18.76
39,2,2007,18.47
39,3,1983,18.27
39,3,1984,17.63
39,3,1985,17.79
39,3,1986,18.11
39,3,1987,18.07
39,3,1988,18.48
39,3,1989,18.59
39,3,1990,18.58
39,3,1991,17.97
39,3,1992,17.64
39,3,1993,17.68
39,3,1994,18.61
39,3,1995,18.55
39,3,1996,18.09
39,3,1997,18.61
39,3,1998,18.04
39,3,1999,18.52
39,3,2000,18.57
39,3,2001,18.67
39,3,2002,18.43
39,3,2003,18.71
39,3,2004,18.22
39,3,2005,18.04
39,3,2006,18.8
39,3,2007,18.44
39,4,1983,18.3
39,4,1984,17.59
39,4,1985,17.82
39,4,1986,18.09
39,4,1987,18.04
39,4,1988,18.42
39,4,1989,18.5
39,4,1990,18.59
39,4,1991,17.95
39,4,1992,17.65
39,4,1993,17.73
39,4,1994,18.57
39,4,1995,18.44
39,4,1996,18.07
39,4,1997,18.57
39,4,1998,17.91
39,4,1999,18.49
39,4,2000,18.53
39,4,2001,18.57
39,4,2002,18.31
39,4,2003,18.65
39,4,2004,18.14
39,4,2005,18
39,4,2006,18.81
39,4,2007,18.41
39,5,1983,18.36
39,5,1984,17.59
39,5,1985,17.81
39,5,1986,18.06
39,5,1987,18.01
39,5,1988,18.38
39,5,1989,18.36
39,5,1990,18.58
39,5,1991,17.92
39,5,1992,17.68
39,5,1993,17.78
39,5,1994,18.62
39,5,1995,18.38
39,5,1996,18.06
39,5,1997,18.58
39,5,1998,17.81
39,5,1999,18.48
39,5,2000,18.5
39,5,2001,18.53
39,5,2002,18.19
39,5,2003,18.61
39,5,2004,18.09
39,5,2005,17.97
39,5,2006,18.83
39,5,2007,18.39
39,6,1983,18.45
39,6,1984,17.6
39,6,1985,17.75
39,6,1986,18
39,6,1987,17.98
39,6,1988,18.36
39,6,1989,18.22
39,6,1990,18.54
39,6,1991,17.9
39,6,1992,17.74
39,6,1993,17.86
39,6,1994,18.72
39,6,1995,18.32
39,6,1996,18.05
39,6,1997,18.64
39,6,1998,17.74
39,6,1999,18.47
39,6,2000,18.49
39,6,2001,18.53
39,6,2002,18.06
39,6,2003,18.58
39,6,2004,18.06
39,6,2005,17.94
39,6,2006,18.81
39,6,2007,18.39
39,7,1983,18.47
39,7,1984,17.49
39,7,1985,17.62
39,7,1986,17.91
39,7,1987,17.87
39,7,1988,18.24
39,7,1989,18.08
39,7,1990,18.41
39,7,1991,17.83
39,7,1992,17.76
39,7,1993,17.9
39,7,1994,18.73
39,7,1995,18.16
39,7,1996,17.96
39,7,1997,18.63
39,7,1998,17.67
39,7,1999,18.34
39,7,2000,18.43
39,7,2001,18.47
39,7,2002,17.88
39,7,2003,18.49
39,7,2004,17.99
39,7,2005,17.85
39,7,2006,18.66
39,7,2007,18.32
39,8,1983,18.69
39,8,1984,17.34
39,8,1985,17.72
39,8,1986,17.76
39,8,1987,18.1
39,8,1988,18.28
39,8,1989,18.06
39,8,1990,18.28
39,8,1991,17.74
39,8,1992,17.87
39,8,1993,17.85
39,8,1994,19.1
39,8,1995,17.92
39,8,1996,17.83
39,8,1997,18.58
39,8,1998,17.74
39,8,1999,18.36
39,8,2000,18.44
39,8,2001,18.69
39,8,2002,17.89
39,8,2003,18.49
39,8,2004,18.03
39,8,2005,17.64
39,8,2006,18.59
39,8,2007,18.43
39,9,1983,18.74
39,9,1984,17.61
39,9,1985,17.69
39,9,1986,17.84
39,9,1987,18.01
39,9,1988,18.32
39,9,1989,17.94
39,9,1990,18.36
39,9,1991,17.94
39,9,1992,18.14
39,9,1993,18.18
39,9,1994,19.22
39,9,1995,18.07
39,9,1996,18.02
39,9,1997,18.7
39,9,1998,17.98
39,9,1999,18.48
39,9,2000,18.55
39,9,2001,18.81
39,9,2002,18.02
39,9,2003,18.43
39,9,2004,18.15
39,9,2005,17.97
39,9,2006,18.76
39,9,2007,18.52
39,10,1983,18.84
39,10,1984,17.95
39,10,1985,17.78
39,10,1986,18.07
39,10,1987,18.04
39,10,1988,18.43
39,10,1989,17.97
39,10,1990,18.51
39,10,1991,18.17
39,10,1992,18.39
39,10,1993,18.5
39,10,1994,19.34
39,10,1995,18.27
39,10,1996,18.23
39,10,1997,18.82
39,10,1998,18.21
39,10,1999,18.62
39,10,2000,18.68
39,10,2001,18.88
39,10,2002,18.15
39,10,2003,18.42
39,10,2004,18.25
39,10,2005,18.29
39,10,2006,18.98
39,10,2007,18.65
39,11,1983,19
39,11,1984,18.2
39,11,1985,18.03
39,11,1986,18.35
39,11,1987,18.27
39,11,1988,18.59
39,11,1989,18.15
39,11,1990,18.66
39,11,1991,18.3
39,11,1992,18.55
39,11,1993,18.68
39,11,1994,19.51
39,11,1995,18.33
39,11,1996,18.28
39,11,1997,18.84
39,11,1998,18.33
39,11,1999,18.72
39,11,2000,18.78
39,11,2001,18.91
39,11,2002,18.22
39,11,2003,18.45
39,11,2004,18.28
39,11,2005,18.37
39,11,2006,19.11
39,11,2007,18.79
39,12,1983,19.03
39,12,1984,18.33
39,12,1985,18.24
39,12,1986,18.52
39,12,1987,18.42
39,12,1988,18.68
39,12,1989,18.29
39,12,1990,18.8
39,12,1991,18.32
39,12,1992,18.66
39,12,1993,18.79
39,12,1994,19.56
39,12,1995,18.27
39,12,1996,18.17
39,12,1997,18.77
39,12,1998,18.35
39,12,1999,18.73
39,12,2000,18.79
39,12,2001,18.84
39,12,2002,18.21
39,12,2003,18.4
39,12,2004,18.21
39,12,2005,18.28
39,12,2006,19.08
39,12,2007,18.74
39,13,1983,19.02
39,13,1984,18.4
39,13,1985,18.49
39,13,1986,18.65
39,13,1987,18.57
39,13,1988,18.87
39,13,1989,18.53
39,13,1990,19.09
39,13,1991,18.38
39,13,1992,18.89
39,13,1993,18.99
39,13,1994,19.69
39,13,1995,18.36
39,13,1996,18.26
39,13,1997,19.06
39,13,1998,18.48
39,13,1999,18.89
39,13,2000,19.01
39,13,2001,19.15
39,13,2002,18.59
39,13,2003,18.88
39,13,2004,18.54
39,13,2005,18.59
39,13,2006,19.38
39,13,2007,19.11
39,14,1983,18.82
39,14,1984,18.25
39,14,1985,18.47
39,14,1986,18.56
39,14,1987,18.48
39,14,1988,18.81
39,14,1989,18.48
39,14,1990,19.12
39,14,1991,18.21
39,14,1992,18.87
39,14,1993,19.03
39,14,1994,19.58
39,14,1995,18.3
39,14,1996,18.18
39,14,1997,19.07
39,14,1998,18.48
39,14,1999,18.89
39,14,2000,19.04
39,14,2001,19.25
39,14,2002,18.8
39,14,2003,19.15
39,14,2004,18.69
39,14,2005,18.72
39,14,2006,19.41
39,14,2007,19.25
39,15,1983,18.26
39,15,1984,17.57
39,15,1985,17.93
39,15,1986,17.88
39,15,1987,17.95
39,15,1988,18.23
39,15,1989,17.83
39,15,1990,18.64
39,15,1991,17.45
39,15,1992,18.24
39,15,1993,18.49
39,15,1994,19.05
39,15,1995,17.71
39,15,1996,17.49
39,15,1997,18.34
39,15,1998,17.99
39,15,1999,18.39
39,15,2000,18.41
39,15,2001,18.69
39,15,2002,18.15
39,15,2003,18.58
39,15,2004,18.1
39,15,2005,17.96
39,15,2006,18.61
39,15,2007,18.65
39,16,1983,17.87
39,16,1984,17.01
39,16,1985,17.46
39,16,1986,17.29
39,16,1987,17.51
39,16,1988,17.69
39,16,1989,17.2
39,16,1990,18.14
39,16,1991,16.81
39,16,1992,17.66
39,16,1993,17.96
39,16,1994,18.66
39,16,1995,17.21
39,16,1996,16.88
39,16,1997,17.55
39,16,1998,17.58
39,16,1999,18
39,16,2000,17.8
39,16,2001,18.08
39,16,2002,17.41
39,16,2003,17.82
39,16,2004,17.48
39,16,2005,17.13
39,16,2006,17.74
39,16,2007,17.97
39,17,1983,18.82
39,17,1984,18.19
39,17,1985,18.5
39,17,1986,18.5
39,17,1987,18.37
39,17,1988,18.59
39,17,1989,18.08
39,17,1990,18.82
39,17,1991,18.13
39,17,1992,18.87
39,17,1993,19.11
39,17,1994,19.69
39,17,1995,18.36
39,17,1996,18.22
39,17,1997,18.55
39,17,1998,18.76
39,17,1999,19.27
39,17,2000,19.06
39,17,2001,19.18
39,17,2002,18.78
39,17,2003,18.73
39,17,2004,18.81
39,17,2005,18.59
39,17,2006,18.94
39,17,2007,19.12
39,18,1983,18.7
39,18,1984,18.18
39,18,1985,18.53
39,18,1986,18.43
39,18,1987,18.19
39,18,1988,18.43
39,18,1989,18.02
39,18,1990,18.71
39,18,1991,17.83
39,18,1992,18.58
39,18,1993,18.77
39,18,1994,19.6
39,18,1995,18.37
39,18,1996,18.04
39,18,1997,18.19
39,18,1998,18.58
39,18,1999,18.88
39,18,2000,18.72
39,18,2001,18.77
39,18,2002,18.61
39,18,2003,18.45
39,18,2004,18.38
39,18,2005,18.12
39,18,2006,18.41
39,18,2007,18.72
39,19,1983,17.51
39,19,1984,17.1
39,19,1985,17.5
39,19,1986,17.2
39,19,1987,17.02
39,19,1988,17.3
39,19,1989,16.98
39,19,1990,17.74
39,19,1991,16.58
39,19,1992,17.26
39,19,1993,17.43
39,19,1994,18.5
39,19,1995,17.11
39,19,1996,16.74
39,19,1997,16.83
39,19,1998,17.24
39,19,1999,17.49
39,19,2000,17.37
39,19,2001,17.43
39,19,2002,17.3
39,19,2003,17.23
39,19,2004,16.93
39,19,2005,16.56
39,19,2006,16.83
39,19,2007,17.37
39,20,1983,15.68
39,20,1984,15.36
39,20,1985,15.73
39,20,1986,15.32
39,20,1987,15.23
39,20,1988,15.59
39,20,1989,15.33
39,20,1990,16.19
39,20,1991,14.7
39,20,1992,15.42
39,20,1993,15.54
39,20,1994,16.74
39,20,1995,15.22
39,20,1996,14.84
39,20,1997,14.92
39,20,1998,15.3
39,20,1999,15.58
39,20,2000,15.5
39,20,2001,15.62
39,20,2002,15.39
39,20,2003,15.37
39,20,2004,15.01
39,20,2005,14.51
39,20,2006,14.69
39,20,2007,15.5
39,21,1983,14.34
39,21,1984,14.06
39,21,1985,14.35
39,21,1986,13.98
39,21,1987,13.9
39,21,1988,14.37
39,21,1989,14.14
39,21,1990,15.1
39,21,1991,13.3
39,21,1992,14.13
39,21,1993,14.21
39,21,1994,15.42
39,21,1995,13.92
39,21,1996,13.52
39,21,1997,13.59
39,21,1998,13.94
39,21,1999,14.21
39,21,2000,14.18
39,21,2001,14.41
39,21,2002,14.08
39,21,2003,13.98
39,21,2004,13.74
39,21,2005,13.13
39,21,2006,13.15
39,21,2007,14.24
39,22,1983,15.3
39,22,1984,14.97
39,22,1985,15.27
39,22,1986,15.05
39,22,1987,14.82
39,22,1988,15.39
39,22,1989,15.17
39,22,1990,16.24
39,22,1991,14.25
39,22,1992,15.08
39,22,1993,15.22
39,22,1994,16.43
39,22,1995,15.03
39,22,1996,14.61
39,22,1997,14.63
39,22,1998,14.96
39,22,1999,14.99
39,22,2000,15.06
39,22,2001,15.43
39,22,2002,15.24
39,22,2003,14.97
39,22,2004,14.87
39,22,2005,14.12
39,22,2006,14.07
39,22,2007,15.33
40,2,1983,17.58
40,2,1984,16.75
40,2,1985,16.98
40,2,1986,17.34
40,2,1987,17.31
40,2,1988,17.72
40,2,1989,18.04
40,2,1990,17.9
40,2,1991,17.26
40,2,1992,16.99
40,2,1993,16.85
40,2,1994,17.8
40,2,1995,17.7
40,2,1996,17.14
40,2,1997,17.82
40,2,1998,17.53
40,2,1999,17.77
40,2,2000,18.04
40,2,2001,18.16
40,2,2002,18.05
40,2,2003,18
40,2,2004,17.63
40,2,2005,17.29
40,2,2006,18.36
40,2,2007,17.85
40,3,1983,17.86
40,3,1984,16.98
40,3,1985,17.19
40,3,1986,17.53
40,3,1987,17.48
40,3,1988,17.87
40,3,1989,18.14
40,3,1990,18.13
40,3,1991,17.46
40,3,1992,17.19
40,3,1993,17.12
40,3,1994,17.99
40,3,1995,17.78
40,3,1996,17.33
40,3,1997,18
40,3,1998,17.58
40,3,1999,17.93
40,3,2000,18.14
40,3,2001,18.16
40,3,2002,18.07
40,3,2003,18.16
40,3,2004,17.72
40,3,2005,17.45
40,3,2006,18.43
40,3,2007,17.96
40,4,1983,17.88
40,4,1984,17.03
40,4,1985,17.27
40,4,1986,17.59
40,4,1987,17.5
40,4,1988,17.88
40,4,1989,18.07
40,4,1990,18.16
40,4,1991,17.45
40,4,1992,17.21
40,4,1993,17.22
40,4,1994,18.06
40,4,1995,17.76
40,4,1996,17.4
40,4,1997,18.02
40,4,1998,17.43
40,4,1999,17.91
40,4,2000,18.1
40,4,2001,18.03
40,4,2002,17.91
40,4,2003,18.14
40,4,2004,17.64
40,4,2005,17.41
40,4,2006,18.37
40,4,2007,17.93
40,5,1983,17.88
40,5,1984,17.06
40,5,1985,17.28
40,5,1986,17.57
40,5,1987,17.49
40,5,1988,17.87
40,5,1989,17.94
40,5,1990,18.12
40,5,1991,17.41
40,5,1992,17.25
40,5,1993,17.29
40,5,1994,18.15
40,5,1995,17.76
40,5,1996,17.46
40,5,1997,18.07
40,5,1998,17.29
40,5,1999,17.88
40,5,2000,18.08
40,5,2001,17.97
40,5,2002,17.73
40,5,2003,18.1
40,5,2004,17.57
40,5,2005,17.39
40,5,2006,18.34
40,5,2007,17.93
40,6,1983,17.92
40,6,1984,17.09
40,6,1985,17.21
40,6,1986,17.49
40,6,1987,17.45
40,6,1988,17.85
40,6,1989,17.81
40,6,1990,18.05
40,6,1991,17.37
40,6,1992,17.33
40,6,1993,17.36
40,6,1994,18.27
40,6,1995,17.74
40,6,1996,17.51
40,6,1997,18.15
40,6,1998,17.23
40,6,1999,17.87
40,6,2000,18.07
40,6,2001,18
40,6,2002,17.57
40,6,2003,18.09
40,6,2004,17.57
40,6,2005,17.41
40,6,2006,18.34
40,6,2007,17.96
40,7,1983,17.88
40,7,1984,16.94
40,7,1985,17.01
40,7,1986,17.33
40,7,1987,17.29
40,7,1988,17.68
40,7,1989,17.66
40,7,1990,17.86
40,7,1991,17.25
40,7,1992,17.34
40,7,1993,17.4
40,7,1994,18.24
40,7,1995,17.57
40,7,1996,17.42
40,7,1997,18.17
40,7,1998,17.16
